id_municipio,forma_declaracao_idade,sexo,idade,idade_anos,grupo_idade,populacao_residente
2913606,Idade presumida,Homens,6 meses,0.5,0 a 4 anos,8
2913606,Idade presumida,Mulheres,8 meses,0.66666666666666663,0 a 4 anos,8
2913606,Idade presumida,Mulheres,97 anos,97.0,95 a 99 anos,10
2913606,Data de nascimento,Homens,93 anos,93.0,90 a 94 anos,13
2913606,Idade presumida,Homens,93 anos,93.0,90 a 94 anos,16
2913606,Data de nascimento,Homens,91 anos,91.0,90 a 94 anos,27
2913606,Idade presumida,Mulheres,87 anos,87.0,85 a 89 anos,36
2913606,Data de nascimento,Mulheres,2 anos,2.0,0 a 4 anos,938
2913606,Idade presumida,Mulheres,3 anos,3.0,0 a 4 anos,182
2913606,Idade presumida,Mulheres,4 anos,4.0,0 a 4 anos,215
2913606,Idade presumida,Homens,5 anos,5.0,5 a 9 anos,206
2913606,Idade presumida,Mulheres,6 anos,6.0,5 a 9 anos,194
2913606,Idade presumida,Mulheres,7 anos,7.0,5 a 9 anos,216
2913606,Data de nascimento,Mulheres,7 anos,7.0,5 a 9 anos,937
2913606,Idade presumida,Homens,9 anos,9.0,5 a 9 anos,265
2913606,Idade presumida,Mulheres,11 anos,11.0,10 a 14 anos,213
2913606,Data de nascimento,Homens,11 anos,11.0,10 a 14 anos,1021
2913606,Data de nascimento,Homens,12 anos,12.0,10 a 14 anos,1036
2913606,Data de nascimento,Homens,13 anos,13.0,10 a 14 anos,1022
2913606,Idade presumida,Mulheres,15 anos,15.0,15 a 19 anos,220
2913606,Idade presumida,Mulheres,16 anos,16.0,15 a 19 anos,225
2913606,Data de nascimento,Homens,17 anos,17.0,15 a 19 anos,1048
2913606,Data de nascimento,Homens,20 anos,20.0,20 a 24 anos,1004
2913606,Idade presumida,Mulheres,21 anos,21.0,20 a 24 anos,194
2913606,Idade presumida,Homens,23 anos,23.0,20 a 24 anos,277
2913606,Idade presumida,Mulheres,25 anos,25.0,25 a 29 anos,231
2913606,Data de nascimento,Mulheres,29 anos,29.0,25 a 29 anos,1032
2913606,Data de nascimento,Mulheres,3 meses,0.25,0 a 4 anos,64
2913606,Data de nascimento,Mulheres,31 anos,31.0,30 a 34 anos,1043
2913606,Data de nascimento,Homens,38 anos,38.0,35 a 39 anos,1004
2913606,Data de nascimento,Mulheres,38 anos,38.0,35 a 39 anos,1249
2913606,Idade presumida,Mulheres,38 anos,38.0,35 a 39 anos,280
2913606,Data de nascimento,Homens,4 meses,0.33333333333333331,0 a 4 anos,72
2913606,Idade presumida,Homens,40 anos,40.0,40 a 44 anos,454
2913606,Data de nascimento,Homens,41 anos,41.0,40 a 44 anos,1130
2913606,Idade presumida,Homens,42 anos,42.0,40 a 44 anos,370
2913606,Idade presumida,Mulheres,42 anos,42.0,40 a 44 anos,291
2913606,Idade presumida,Mulheres,43 anos,43.0,40 a 44 anos,271
2913606,Idade presumida,Homens,43 anos,43.0,40 a 44 anos,276
2913606,Data de nascimento,Homens,46 anos,46.0,45 a 49 anos,943
2913606,Data de nascimento,Homens,48 anos,48.0,45 a 49 anos,869
2913606,Idade presumida,Homens,48 anos,48.0,45 a 49 anos,244
2913606,Idade presumida,Homens,49 anos,49.0,45 a 49 anos,211
2913606,Data de nascimento,Homens,50 anos,50.0,50 a 54 anos,812
2913606,Data de nascimento,Mulheres,51 anos,51.0,50 a 54 anos,961
2913606,Data de nascimento,Mulheres,52 anos,52.0,50 a 54 anos,893
2913606,Data de nascimento,Homens,57 anos,57.0,55 a 59 anos,840
2913606,Data de nascimento,Mulheres,61 anos,61.0,60 a 64 anos,850
2913606,Idade presumida,Mulheres,61 anos,61.0,60 a 64 anos,120
2913606,Data de nascimento,Mulheres,62 anos,62.0,60 a 64 anos,901
2913606,Idade presumida,Mulheres,69 anos,69.0,65 a 69 anos,75
2913606,Data de nascimento,Homens,71 anos,71.0,70 a 74 anos,420
2913606,Data de nascimento,Homens,72 anos,72.0,70 a 74 anos,406
2913606,Data de nascimento,Homens,73 anos,73.0,70 a 74 anos,342
2913606,Idade presumida,Mulheres,76 anos,76.0,75 a 79 anos,68
2913606,Data de nascimento,Mulheres,76 anos,76.0,75 a 79 anos,287
2913606,Idade presumida,Homens,76 anos,76.0,75 a 79 anos,46
2913606,Data de nascimento,Mulheres,77 anos,77.0,75 a 79 anos,272
2913606,Idade presumida,Homens,78 anos,78.0,75 a 79 anos,46
2913606,Data de nascimento,Mulheres,81 anos,81.0,80 a 84 anos,218
2913606,Idade presumida,Mulheres,84 anos,84.0,80 a 84 anos,48
2913606,Data de nascimento,Homens,84 anos,84.0,80 a 84 anos,115
2913606,Data de nascimento,Homens,87 anos,87.0,85 a 89 anos,70
2913606,Data de nascimento,Mulheres,87 anos,87.0,85 a 89 anos,118
2913606,Idade presumida,Mulheres,90 anos,90.0,90 a 94 anos,38
2913606,Data de nascimento,Homens,Menos de 1 mês,0.0,0 a 4 anos,81
2913606,Data de nascimento,Homens,97 anos,97.0,95 a 99 anos,1
2913606,Idade presumida,Mulheres,99 anos,99.0,95 a 99 anos,3
2913606,Data de nascimento,Mulheres,99 anos,99.0,95 a 99 anos,6
2913606,Idade presumida,Homens,1 mês,,100 anos ou mais,8
2913606,Idade presumida,Homens,3 meses,0.25,0 a 4 anos,9
2913606,Idade presumida,Homens,94 anos,94.0,90 a 94 anos,10
2913606,Idade presumida,Mulheres,95 anos,95.0,95 a 99 anos,10
2913606,Idade presumida,Homens,91 anos,91.0,90 a 94 anos,12
2913606,Data de nascimento,Homens,92 anos,92.0,90 a 94 anos,31
