ano,id_municipio,tipo_ligacao_rede_geral,grupo_idade,cor_raca,moradores
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",40 a 44 anos,Indígena,101
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,40 a 44 anos,Indígena,75
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",40 a 44 anos,Preta,62
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",40 a 44 anos,Branca,23
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",40 a 44 anos,Preta,5
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",40 a 44 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",40 a 44 anos,Indígena,
2022,2913606,Não possui ligação com a rede geral,45 a 49 anos,Branca,205
2022,2913606,Não possui ligação com a rede geral - Outra,45 a 49 anos,Indígena,2
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,45 a 49 anos,Indígena,277
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,45 a 49 anos,Branca,93
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",45 a 49 anos,Parda,167
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",45 a 49 anos,Parda,140
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",45 a 49 anos,Parda,1
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",55 a 59 anos,Amarela,2
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,55 a 59 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",55 a 59 anos,Branca,53
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",55 a 59 anos,Parda,152
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",55 a 59 anos,Preta,5
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",55 a 59 anos,Parda,9
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",55 a 59 anos,Branca,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",55 a 59 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",55 a 59 anos,Branca,1
2022,2913606,Não possui ligação com a rede geral,60 a 64 anos,Indígena,183
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",60 a 64 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",60 a 64 anos,Branca,
2022,2913606,Não possui ligação com a rede geral,65 a 69 anos,Parda,598
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,65 a 69 anos,Parda,3283
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",65 a 69 anos,Parda,128
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",65 a 69 anos,Preta,37
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",65 a 69 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Outra,70 a 74 anos,Parda,20
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,70 a 74 anos,Parda,7
2022,2913606,Não possui ligação com a rede geral - Outra,75 a 79 anos,Amarela,
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",75 a 79 anos,Amarela,
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",75 a 79 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",75 a 79 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,80 a 84 anos,Parda,6
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",80 a 84 anos,Indígena,6
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",80 a 84 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",80 a 84 anos,Preta,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",85 a 89 anos,Preta,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",85 a 89 anos,Parda,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",85 a 89 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",85 a 89 anos,Branca,1
2022,2913606,Não possui ligação com a rede geral,90 a 94 anos,Indígena,5
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",90 a 94 anos,Preta,2
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",90 a 94 anos,Parda,
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",90 a 94 anos,Branca,2
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,95 a 99 anos,Preta,
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,95 a 99 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",100 anos ou mais,Amarela,
2022,2913606,Não possui ligação com a rede geral - Outra,0 a 4 anos,Indígena,6
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,0 a 4 anos,Indígena,249
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,0 a 4 anos,Indígena,92
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",0 a 4 anos,Preta,58
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",0 a 4 anos,Amarela,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",0 a 4 anos,Preta,39
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",0 a 4 anos,Branca,2
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,5 a 9 anos,Parda,9
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,5 a 9 anos,Preta,1812
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",5 a 9 anos,Parda,197
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",5 a 9 anos,Preta,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",5 a 9 anos,Preta,47
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,10 a 14 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,15 a 19 anos,Branca,111
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",20 a 24 anos,Indígena,89
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,20 a 24 anos,Branca,93
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,25 a 29 anos,Indígena,263
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,25 a 29 anos,Amarela,2
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",25 a 29 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",30 a 34 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",30 a 34 anos,Parda,5
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",35 a 39 anos,Amarela,1
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",35 a 39 anos,Indígena,59
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",35 a 39 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,40 a 44 anos,Parda,15
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",40 a 44 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",40 a 44 anos,Branca,7
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",45 a 49 anos,Branca,47
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",45 a 49 anos,Branca,22
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",45 a 49 anos,Preta,12
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",45 a 49 anos,Indígena,3
2022,2913606,Não possui ligação com a rede geral - Outra,50 a 54 anos,Preta,21
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,50 a 54 anos,Branca,2
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,50 a 54 anos,Preta,4
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,50 a 54 anos,Indígena,2
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",50 a 54 anos,Indígena,22
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",50 a 54 anos,Parda,148
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",50 a 54 anos,Branca,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",50 a 54 anos,Indígena,9
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",50 a 54 anos,Indígena,3
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,55 a 59 anos,Indígena,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",55 a 59 anos,Preta,
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",55 a 59 anos,Preta,52
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",60 a 64 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",60 a 64 anos,Parda,5
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,65 a 69 anos,Indígena,125
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",65 a 69 anos,Indígena,28
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",65 a 69 anos,Branca,
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",70 a 74 anos,Branca,27
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,70 a 74 anos,Branca,6
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",70 a 74 anos,Preta,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",70 a 74 anos,Branca,22
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",70 a 74 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",70 a 74 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",70 a 74 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,75 a 79 anos,Preta,
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,75 a 79 anos,Amarela,5
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,75 a 79 anos,Indígena,67
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",75 a 79 anos,Amarela,
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",75 a 79 anos,Indígena,26
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,80 a 84 anos,Indígena,6
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",80 a 84 anos,Preta,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",80 a 84 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",80 a 84 anos,Branca,1
2022,2913606,Não possui ligação com a rede geral - Outra,85 a 89 anos,Preta,1
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",85 a 89 anos,Indígena,7
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,85 a 89 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",85 a 89 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",85 a 89 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,90 a 94 anos,Branca,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",90 a 94 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",90 a 94 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,95 a 99 anos,Branca,2
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,95 a 99 anos,Parda,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",95 a 99 anos,Parda,
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,100 anos ou mais,Parda,
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,100 anos ou mais,Amarela,
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,100 anos ou mais,Parda,2
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",100 anos ou mais,Branca,
2022,2913606,Não possui ligação com a rede geral,0 a 4 anos,Parda,955
2022,2913606,Não possui ligação com a rede geral - Outra,0 a 4 anos,Branca,28
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",0 a 4 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",5 a 9 anos,Parda,11
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",5 a 9 anos,Branca,43
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",5 a 9 anos,Preta,5
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",10 a 14 anos,Preta,66
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",10 a 14 anos,Branca,40
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",10 a 14 anos,Branca,22
2022,2913606,Não possui ligação com a rede geral,20 a 24 anos,Preta,421
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,20 a 24 anos,Preta,2
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",20 a 24 anos,Amarela,1
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",20 a 24 anos,Branca,27
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",20 a 24 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",20 a 24 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",20 a 24 anos,Indígena,
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,25 a 29 anos,Branca,
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,25 a 29 anos,Parda,7
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",25 a 29 anos,Preta,74
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,25 a 29 anos,Indígena,3
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",25 a 29 anos,Branca,19
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",25 a 29 anos,Parda,11
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,30 a 34 anos,Indígena,
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",30 a 34 anos,Preta,59
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,30 a 34 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",30 a 34 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",30 a 34 anos,Preta,
2022,2913606,Não possui ligação com a rede geral,35 a 39 anos,Branca,210
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,35 a 39 anos,Preta,2
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",35 a 39 anos,Amarela,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",35 a 39 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",35 a 39 anos,Indígena,20
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,40 a 44 anos,Amarela,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",40 a 44 anos,Branca,4
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",40 a 44 anos,Parda,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",40 a 44 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,45 a 49 anos,Parda,458
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",45 a 49 anos,Parda,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",45 a 49 anos,Branca,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",45 a 49 anos,Preta,69
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",45 a 49 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",50 a 54 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",50 a 54 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",50 a 54 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",50 a 54 anos,Parda,132
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,55 a 59 anos,Indígena,48
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",55 a 59 anos,Branca,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",55 a 59 anos,Branca,45
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",55 a 59 anos,Parda,123
2022,2913606,Não possui ligação com a rede geral - Outra,60 a 64 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,60 a 64 anos,Indígena,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",60 a 64 anos,Preta,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",60 a 64 anos,Branca,2
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",60 a 64 anos,Parda,16
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",60 a 64 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,65 a 69 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",65 a 69 anos,Branca,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",65 a 69 anos,Preta,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",65 a 69 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",65 a 69 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",65 a 69 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral,70 a 74 anos,Indígena,82
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,70 a 74 anos,Parda,2305
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",70 a 74 anos,Preta,26
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",70 a 74 anos,Indígena,15
2022,2913606,Não possui ligação com a rede geral,75 a 79 anos,Preta,78
2022,2913606,Não possui ligação com a rede geral,75 a 79 anos,Indígena,66
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",75 a 79 anos,Parda,23
2022,2913606,Não possui ligação com a rede geral - Outra,80 a 84 anos,Parda,1
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,80 a 84 anos,Parda,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",80 a 84 anos,Branca,9
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",80 a 84 anos,Indígena,2
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",80 a 84 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",80 a 84 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral,85 a 89 anos,Branca,23
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",85 a 89 anos,Branca,1
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",90 a 94 anos,Parda,7
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",90 a 94 anos,Preta,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",90 a 94 anos,Branca,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",90 a 94 anos,Preta,
2022,2913606,Não possui ligação com a rede geral,95 a 99 anos,Branca,5
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,95 a 99 anos,Parda,9
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",95 a 99 anos,Preta,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",95 a 99 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",95 a 99 anos,Indígena,
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,100 anos ou mais,Preta,9
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,100 anos ou mais,Parda,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",100 anos ou mais,Preta,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",100 anos ou mais,Indígena,
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",100 anos ou mais,Preta,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",100 anos ou mais,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",100 anos ou mais,Indígena,
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,0 a 4 anos,Preta,98
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",0 a 4 anos,Preta,4
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",0 a 4 anos,Indígena,1
2022,2913606,Possui ligação à rede geral e a utiliza como forma principal,5 a 9 anos,Amarela,17
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Fonte, nascente ou mina",5 a 9 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",5 a 9 anos,Branca,7
2022,2913606,Não possui ligação com a rede geral,10 a 14 anos,Branca,214
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",10 a 14 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,10 a 14 anos,Branca,4
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,10 a 14 anos,Preta,4
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa",10 a 14 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",10 a 14 anos,Parda,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",10 a 14 anos,Branca,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",10 a 14 anos,Preta,47
2022,2913606,Não possui ligação com a rede geral - Outra,15 a 19 anos,Preta,29
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,15 a 19 anos,Indígena,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Outra",15 a 19 anos,Parda,8
2022,2913606,"Não possui ligação com a rede geral - Rios, açudes, córregos, lagos e igarapés",15 a 19 anos,Preta,60
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",15 a 19 anos,Parda,1
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano",15 a 19 anos,Parda,159
2022,2913606,Não possui ligação com a rede geral - Água da chuva armazenada,20 a 24 anos,Branca,2
2022,2913606,Não possui ligação com a rede geral - Poço profundo ou artesiano,20 a 24 anos,Parda,436
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba",20 a 24 anos,Amarela,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",20 a 24 anos,Branca,2
2022,2913606,"Não possui ligação com a rede geral - Fonte, nascente ou mina",25 a 29 anos,Indígena,87
2022,2913606,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba",25 a 29 anos,Preta,66
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",25 a 29 anos,Parda,2
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés",25 a 29 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral,30 a 34 anos,Parda,830
2022,2913606,Não possui ligação com a rede geral,30 a 34 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Outra,30 a 34 anos,Indígena,6
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma",30 a 34 anos,Parda,198
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",30 a 34 anos,Parda,
2022,2913606,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Água da chuva armazenada",30 a 34 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,35 a 39 anos,Amarela,
2022,2913606,Não possui ligação com a rede geral - Carro-pipa,35 a 39 anos,Branca,4
